msisdn,offerId,price,validity,On-net Mins,Off-net Mins,SMS,Data,Social Data,creation_date,expire_date,Consumed_On-net Mins,Consumed_Off-net Mins,Consumed_SMS,Consumed_Data,Consumed_Social Data
3000000202,1129,17,3,250,0,200,1024,0,10/06/2024,13/06/2024,228,0,2,878,0
3000000202,1508,139,3,20,20,200,4000,0,28/06/2024,01/07/2024,14,7,117,1267,0
3000000202,1454,222,7,5000,0,5000,5120,0,15/07/2024,22/07/2024,2669,0,3351,1753,0
3000000202,1509,1000,7,0,0,2000,5120,0,27/07/2024,03/08/2024,0,0,258,2400,0
3000000202,2506,41825.5,1,0,0,0,5120,0,07/08/2024,08/08/2024,0,0,0,2644,0
3000000202,1115,1650,1,450,0,0,500,0,15/08/2024,16/08/2024,432,0,0,60,0
3000000202,1498,347,3,300,50,1000,0,6144,05/09/2024,08/09/2024,286,10,377,0,4618
3000000202,1591,173,7,3000,30,3000,3000,0,21/09/2024,28/09/2024,768,3,933,2957,0
3000000202,2626,147,1,3000,30,3000,3000,0,25/10/2024,26/10/2024,1731,28,2928,431,0
3000000202,1398,350,30,0,0,0,1000,0,16/10/2024,15/11/2024,0,0,0,869,0
3000000202,2659,2608.7,1,0,0,0,10240,0,10/10/2024,11/10/2024,0,0,0,5669,0
3000000202,2401,652,7,3000,300,3000,0,0,10/11/2024,17/11/2024,1912,246,979,0,0
3000000202,1051,347,30,1000,90,1000,5120,0,14/11/2024,14/12/2024,781,40,509,3123,0
3000000202,1557,100,1,500,30,2500,5120,0,09/12/2024,10/12/2024,264,3,260,1693,0
3000000202,1472,296,30,550,20,550,1000,2000,17/12/2024,16/01/2025,18,18,540,827,1770
3000000203,1088,1304,7,3000,500,3000,25600,0,04/01/2024,11/01/2024,1299,455,1108,10757,0
3000000203,1060,1199,3,3000,300,3000,10240,0,31/01/2024,03/02/2024,456,217,2676,6563,0
3000000203,1505,35,30,0,0,0,2048,0,22/02/2024,23/03/2024,0,0,0,1810,0
3000000203,1483,12173.91,7,0,0,0,102400,0,10/02/2024,17/02/2024,0,0,0,101302,0
3000000203,1654,2910.67,1,15000,1500,15000,15360,0,01/03/2024,02/03/2024,13673,490,10864,10471,0
3000000203,1151,59.75,3,0,0,0,300,0,23/03/2024,26/03/2024,0,0,0,230,0
3000000203,1391,90,7,0,0,750,0,0,19/04/2024,26/04/2024,0,0,644,0,0
3000000203,3535,452,3,1000,150,1000,23622320128,0,14/04/2024,17/04/2024,81,93,677,163689391,0
3000000203,1400,20,3,0,0,1500,0,0,15/05/2024,18/05/2024,0,0,638,0,0
3000000203,1083,170,7,5000,0,0,12288,0,02/05/2024,09/05/2024,1832,0,0,8844,0
3000000203,1078,27,30,0,0,0,0,1024,18/05/2024,17/06/2024,0,0,0,0,882
3000000203,1157,885,3,0,0,0,10240,0,19/06/2024,22/06/2024,0,0,0,7811,0
3000000203,1453,434,7,1000,120,1000,10240,0,23/06/2024,30/06/2024,748,81,717,7629,0
3000000203,1080,85,1,0,0,0,0,0,17/06/2024,18/06/2024,0,0,0,0,0
3000000203,1452,28,3,500,0,500,500,0,24/07/2024,27/07/2024,175,0,486,482,0
3000000203,1590,90,1,250,35,2000,0,4096,11/07/2024,12/07/2024,82,7,605,0,1961
3000000203,1505,35,30,0,0,0,2048,0,27/08/2024,26/09/2024,0,0,0,1985,0
3000000203,1597,5500,7,2000,650,1000,5120,0,09/09/2024,16/09/2024,562,271,61,3092,0
3000000203,3568,4499,7,0,0,0,5120,0,15/09/2024,22/09/2024,0,0,0,4371,0
3000000203,1451,45,7,1000,10,1000,100,0,22/09/2024,29/09/2024,704,4,422,98,0
3000000203,1623,69,7,0,0,0,0,5120,18/10/2024,25/10/2024,0,0,0,0,4625
3000000203,1622,350,30,2000,200,4000,5000,0,07/10/2024,06/11/2024,1337,196,3708,4379,0
3000000203,1127,155,3,1000,50,1000,1024,0,21/10/2024,24/10/2024,523,39,469,838,0
3000000203,2911,495,3,1000,150,1000,20480,0,09/11/2024,12/11/2024,194,30,977,13039,0
3000000203,3550,2173,3,5000,1500,5000,204800,0,14/11/2024,17/11/2024,4196,710,2671,172533,0
3000000203,1137,210,3,0,0,5000,5120,0,17/11/2024,20/11/2024,0,0,3518,1991,0
3000000203,1509,1000,7,0,0,2000,5120,0,24/12/2024,31/12/2024,0,0,101,4809,0
3000000203,1111,3300,1,1500,0,0,1500,0,30/12/2024,31/12/2024,1413,0,0,827,0
3000000204,1106,1200,7,0,0,0,0,0,13/01/2024,20/01/2024,0,0,0,0,0
3000000204,1618,75,7,0,0,250,0,0,20/01/2024,27/01/2024,0,0,70,0,0
3000000204,1136,14.34,7,1440,0,1500,250,0,21/02/2024,28/02/2024,1259,0,1440,122,0
3000000204,1385,525,7,0,0,0,0,0,01/03/2024,08/03/2024,0,0,0,0,0
3000000204,1567,2300,30,0,0,0,28672,0,11/03/2024,10/04/2024,0,0,0,2855,0
3000000204,1149,30,1,0,0,0,0,0,06/04/2024,07/04/2024,0,0,0,0,0
3000000204,1639,3300,3,10000,1000,10000,10240,0,08/04/2024,11/04/2024,8333,56,3098,8571,0
3000000204,1507,391,1,0,0,0,3072,0,31/05/2024,01/06/2024,0,0,0,2524,0
3000000204,1106,1200,7,0,0,0,0,0,24/06/2024,01/07/2024,0,0,0,0,0
3000000204,1494,26,1,0,0,0,0,0,09/06/2024,10/06/2024,0,0,0,0,0
3000000204,1546,20,7,250,0,0,0,1024,31/07/2024,07/08/2024,42,0,0,0,699
3000000204,2758,956,30,3000,300,3000,0,35840,08/08/2024,07/09/2024,931,34,2363,0,16469
3000000204,1396,600,30,2000,150,2000,2000,0,05/08/2024,04/09/2024,79,3,1861,1892,0
3000000204,1386,675,7,0,0,0,0,0,11/08/2024,18/08/2024,0,0,0,0,0
3000000204,1515,1300,7,3000,500,3000,40960,0,06/09/2024,13/09/2024,160,455,755,22717,0
3000000204,2383,478,1,2000,0,0,0,0,09/10/2024,10/10/2024,1735,0,0,0,0
3000000204,1489,150,30,0,0,0,0,10240,02/11/2024,02/12/2024,0,0,0,0,5256
3000000204,1603,174,30,300,40,2000,0,4096,16/11/2024,16/12/2024,144,14,1846,0,714
3000000204,1596,2750,3,500,350,300,0,0,21/12/2024,24/12/2024,463,295,294,0,0
3000000204,3232,1739.13,7,0,0,2500,76800,0,01/12/2024,08/12/2024,0,0,1047,70615,0
3000000205,1383,189,30,0,0,0,0,0,02/01/2024,01/02/2024,0,0,0,0,0
3000000205,2908,1478,30,3000,500,3000,20480,0,09/02/2024,10/03/2024,1127,353,333,8875,0
3000000205,1610,630.43,1,0,0,0,7680,0,26/02/2024,27/02/2024,0,0,0,7162,0
3000000205,1374,1500,30,0,300,300,1024,0,27/03/2024,26/04/2024,0,8,206,735,0
3000000205,1104,600,30,0,0,0,0,0,13/03/2024,12/04/2024,0,0,0,0,0
3000000205,1669,22,3,0,0,6000,51200,0,07/03/2024,10/03/2024,0,0,273,34616,0
3000000205,1634,60,30,0,0,0,512,2560,09/04/2024,09/05/2024,0,0,0,460,2439
3000000205,1454,222,7,5000,0,5000,5120,0,02/04/2024,09/04/2024,629,0,4841,2938,0
3000000205,1148,11.95,1,0,0,0,50,0,06/04/2024,07/04/2024,0,0,0,4,0
3000000205,1052,345,1,0,120,1500,3072,0,14/05/2024,15/05/2024,0,30,917,1409,0
3000000205,1391,90,7,0,0,750,0,0,18/06/2024,25/06/2024,0,0,349,0,0
3000000205,3400,520,3,500,100,500,10240,0,25/06/2024,28/06/2024,421,28,292,3540,0
3000000205,2404,347.82,30,0,0,0,8192,0,28/07/2024,27/08/2024,0,0,0,2854,0
3000000205,1058,1565,1,3000,500,3000,25600,0,16/07/2024,17/07/2024,1923,362,738,14838,0
3000000205,1124,444,30,333,50,1000,1024,0,02/07/2024,01/08/2024,144,19,580,793,0
3000000205,1050,417,3,300,50,1000,10240,0,28/08/2024,31/08/2024,67,2,823,8440,0
3000000205,1159,95.6,7,0,0,0,5000,0,08/09/2024,15/09/2024,0,0,0,2803,0
3000000205,1492,260,1,500,50,0,10240,0,05/09/2024,06/09/2024,28,24,0,5927,0
3000000205,1112,2750,3,0,0,0,1024,0,05/10/2024,08/10/2024,0,0,0,886,0
3000000205,1152,85,7,0,0,0,0,0,01/10/2024,08/10/2024,0,0,0,0,0
3000000205,2623,800,3,0,0,3000,20480,0,17/10/2024,20/10/2024,0,0,1719,10276,0
3000000205,3232,1739.13,7,0,0,2500,76800,0,04/11/2024,11/11/2024,0,0,242,23771,0
3000000205,1681,956,3,0,0,0,200,0,15/11/2024,18/11/2024,0,0,0,194,0
3000000205,1128,199,1,1500,50,1500,3072,0,07/12/2024,08/12/2024,1014,44,691,946,0
3000000206,1134,600,30,2000,150,2000,2000,0,14/01/2024,13/02/2024,1338,68,1897,1891,0
3000000206,2878,200,7,1000,0,0,1024,0,22/01/2024,29/01/2024,778,0,0,406,0
3000000206,1088,1304,7,3000,500,3000,25600,0,07/01/2024,14/01/2024,699,355,402,10011,0
3000000206,3247,1477.39,1,3000,0,3000,102400,102400,01/02/2024,02/02/2024,8,0,786,14940,45969
3000000206,2407,869.56,1,0,0,0,25600,0,26/02/2024,27/02/2024,0,0,0,18481,0
3000000206,1083,170,7,5000,0,0,12288,0,12/02/2024,19/02/2024,2209,0,0,6587,0
3000000206,1595,1900,30,350,225,200,0,0,12/03/2024,11/04/2024,47,189,165,0,0
3000000206,2674,5000,3,0,0,0,6144,0,25/03/2024,28/03/2024,0,0,0,5654,0
3000000206,3538,478,7,1000,150,1000,35433480192,0,17/03/2024,24/03/2024,835,135,246,9289705988,0
3000000206,1633,2750,3,7000,700,7000,7168,0,19/04/2024,22/04/2024,3692,498,3697,2028,0
3000000206,1572,999,1,3000,200,3000,10240,0,28/04/2024,29/04/2024,1283,46,2576,8087,0
3000000206,1684,2151,7,0,0,0,500,0,26/04/2024,03/05/2024,0,0,0,361,0
3000000206,2404,347.82,30,0,0,0,8192,0,23/05/2024,22/06/2024,0,0,0,7394,0
3000000206,1153,95,7,0,0,0,1024,0,07/05/2024,14/05/2024,0,0,0,885,0
3000000206,2884,150,3,0,0,0,5120,0,01/06/2024,04/06/2024,0,0,0,3729,0
3000000206,1590,90,1,250,35,2000,0,4096,28/06/2024,29/06/2024,139,18,1614,0,1759
3000000206,2968,86.95,7,0,0,100,2048,0,28/07/2024,04/08/2024,0,0,23,1311,0
3000000206,1380,1115.02,30,0,0,0,25000,0,10/07/2024,09/08/2024,0,0,0,4720,0
3000000206,3565,999,30,0,0,0,1024,0,04/07/2024,03/08/2024,0,0,0,985,0
3000000206,1061,150,3,1000,50,1000,1024,0,10/08/2024,13/08/2024,353,14,612,960,0
3000000206,1666,27,30,0,0,6000,51200,0,06/09/2024,06/10/2024,0,0,5378,50883,0
3000000206,1636,2250,1,6000,450,6000,20000,0,13/09/2024,14/09/2024,3531,285,4963,4108,0
3000000206,1483,12173.91,7,0,0,0,102400,0,18/10/2024,25/10/2024,0,0,0,39653,0
3000000206,3643,869,1,500,100,500,25600,0,16/10/2024,17/10/2024,429,15,48,10148,0
3000000206,1089,143.4,7,0,0,0,2000,0,06/11/2024,13/11/2024,0,0,0,1921,0
3000000206,1509,1000,7,0,0,2000,5120,0,21/11/2024,28/11/2024,0,0,1344,1038,0
3000000206,1110,6030,3,2800,1200,1000,0,0,09/12/2024,12/12/2024,1517,559,367,0,0
3000000207,1593,1100,30,100,100,100,0,0,23/01/2024,22/02/2024,7,93,24,0,0
3000000207,1557,100,1,500,30,2500,5120,0,13/01/2024,14/01/2024,360,27,381,2160,0
3000000207,1482,5625.17,3,0,0,0,66560,0,09/02/2024,12/02/2024,0,0,0,11173,0
3000000207,1451,45,7,1000,10,1000,100,0,24/03/2024,31/03/2024,915,8,839,43,0
3000000207,1384,345,1,0,0,0,0,0,02/03/2024,03/03/2024,0,0,0,0,0
3000000207,3232,1739.13,7,0,0,2500,76800,0,14/04/2024,21/04/2024,0,0,1020,46847,0
3000000207,1100,500,7,0,0,0,0,0,22/04/2024,29/04/2024,0,0,0,0,0
3000000207,1149,30,1,0,0,0,0,0,21/05/2024,22/05/2024,0,0,0,0,0
3000000207,1116,3300,30,3000,650,1000,2048,0,20/05/2024,19/06/2024,2773,18,434,245,0
3000000207,1433,60,30,0,0,0,0,0,11/05/2024,10/06/2024,0,0,0,0,0
3000000207,2329,78,1,1000,10,1000,100,0,19/06/2024,20/06/2024,517,7,873,80,0
3000000207,1150,59.75,7,0,0,0,300,0,08/06/2024,15/06/2024,0,0,0,267,0
3000000207,1079,20,7,0,0,0,50,0,29/06/2024,06/07/2024,0,0,0,44,0
3000000207,2401,652,7,3000,300,3000,0,0,29/07/2024,05/08/2024,1649,170,2041,0,0
3000000207,1112,2750,3,0,0,0,1024,0,30/08/2024,02/09/2024,0,0,0,872,0
3000000207,1587,339.13,7,0,0,0,10240,0,16/09/2024,23/09/2024,0,0,0,9517,0
3000000207,1638,2200,3,5000,500,5000,5120,0,30/09/2024,03/10/2024,3549,56,4989,284,0
3000000207,1456,190,1,0,0,0,5120,0,06/09/2024,07/09/2024,0,0,0,1703,0
3000000207,2929,243,3,1000,100,1000,15360,0,14/10/2024,17/10/2024,126,38,138,1961,0
3000000207,2323,240,30,0,0,0,0,5120,26/10/2024,25/11/2024,0,0,0,0,3592
3000000207,1517,150,1,0,0,0,2048,0,07/11/2024,08/11/2024,0,0,0,1367,0
3000000207,1513,600,30,0,0,1000,1024,0,17/11/2024,17/12/2024,0,0,419,897,0
3000000207,1050,417,3,300,50,1000,10240,0,14/12/2024,17/12/2024,288,32,352,6265,0
3000000207,1137,210,3,0,0,5000,5120,0,07/12/2024,10/12/2024,0,0,2901,3941,0
3000000208,1515,1300,7,3000,500,3000,40960,0,31/01/2024,07/02/2024,1313,443,1208,27005,0
3000000208,2371,86.9,3,1000,0,1000,3072,10240,03/02/2024,06/02/2024,522,0,618,237,2799
3000000208,1386,675,7,0,0,0,0,0,02/03/2024,09/03/2024,0,0,0,0,0
3000000208,2497,1043.47,7,0,0,0,71680,0,16/04/2024,23/04/2024,0,0,0,6689,0
3000000208,1073,520,3,0,0,0,6144,0,22/05/2024,25/05/2024,0,0,0,3950,0
3000000208,2512,1303.53,1,0,0,2000,81920,0,01/05/2024,02/05/2024,0,0,646,76454,0
3000000208,1084,80,3,0,0,0,2048,0,27/05/2024,30/05/2024,0,0,0,1609,0
3000000208,1624,650,1,0,0,0,5000,0,13/06/2024,14/06/2024,0,0,0,3347,0
3000000208,1396,600,30,2000,150,2000,2000,0,02/06/2024,02/07/2024,512,17,1520,692,0
3000000208,2902,20,30,0,0,1000,0,0,19/07/2024,18/08/2024,0,0,895,0,0
3000000208,1456,190,1,0,0,0,5120,0,19/07/2024,20/07/2024,0,0,0,2882,0
3000000208,2365,547,1,1000,300,1000,51200,0,05/07/2024,06/07/2024,756,57,652,20981,0
3000000208,1573,1750,1,6000,400,6000,20480,0,12/08/2024,13/08/2024,3355,302,4821,6186,0
3000000208,1511,2300,7,0,0,5000,17408,0,09/08/2024,16/08/2024,0,0,693,9249,0
3000000208,1610,630.43,1,0,0,0,7680,0,10/08/2024,11/08/2024,0,0,0,1300,0
3000000208,1145,240,7,0,0,0,0,0,09/09/2024,16/09/2024,0,0,0,0,0
3000000208,1569,1000,3,0,0,0,10240,0,08/09/2024,11/09/2024,0,0,0,9678,0
3000000208,2494,1091.5,3,0,0,0,20480,0,20/10/2024,23/10/2024,0,0,0,15854,0
3000000208,1381,1870,1,0,0,0,50000,0,14/11/2024,15/11/2024,0,0,0,28794,0
3000000208,1493,217,3,100,0,1000,10240,0,24/12/2024,27/12/2024,95,0,1,7084,0
3000000208,1473,173,30,500,50,0,5120,0,06/12/2024,05/01/2025,120,19,0,3323,0
3000000209,2404,347.82,30,0,0,0,8192,0,31/01/2024,01/03/2024,0,0,0,3649,0
3000000209,1669,22,3,0,0,6000,51200,0,09/02/2024,12/02/2024,0,0,4423,46543,0
3000000209,2623,800,3,0,0,3000,20480,0,18/03/2024,21/03/2024,0,0,2797,12767,0
3000000209,1469,1739,30,3000,500,3000,51200,0,31/03/2024,30/04/2024,1326,407,1876,2159,0
3000000209,1690,7767.5,7,0,0,0,3072,0,23/03/2024,30/03/2024,0,0,0,2116,0
3000000209,1089,143.4,7,0,0,0,2000,0,21/04/2024,28/04/2024,0,0,0,1916,0
3000000209,1066,11.94,1,1440,0,1500,100,0,03/04/2024,04/04/2024,1219,0,1428,49,0
3000000209,1074,869,7,0,0,0,15360,0,25/05/2024,01/06/2024,0,0,0,12834,0
3000000209,1456,190,1,0,0,0,5120,0,09/05/2024,10/05/2024,0,0,0,4646,0
3000000209,1449,17,7,300,0,0,150,0,29/06/2024,06/07/2024,154,0,0,140,0
3000000209,1528,220,3,0,0,0,7168,1024,19/06/2024,22/06/2024,0,0,0,4559,130
3000000209,1527,826,1,5000,150,5000,10240,0,14/07/2024,15/07/2024,4993,147,3178,1584,0
3000000209,3535,452,3,1000,150,1000,23622320128,0,13/07/2024,16/07/2024,588,87,817,13513694018,0
3000000209,1478,121,3,1000,40,0,1024,0,23/07/2024,26/07/2024,953,4,0,653,0
3000000209,1498,347,3,300,50,1000,0,6144,05/08/2024,08/08/2024,129,37,313,0,4740
3000000209,2353,3000,30,0,0,0,1024,0,29/09/2024,29/10/2024,0,0,0,803,0
3000000209,1617,913.04,30,0,0,0,36864,0,13/09/2024,13/10/2024,0,0,0,4305,0
3000000209,1140,23.9,1,0,0,0,0,0,15/09/2024,16/09/2024,0,0,0,0,0
3000000209,2368,17,30,0,0,0,1024,0,06/10/2024,05/11/2024,0,0,0,981,0
3000000209,1456,190,1,0,0,0,5120,0,28/10/2024,29/10/2024,0,0,0,3746,0
3000000209,1494,26,1,0,0,0,0,0,14/10/2024,15/10/2024,0,0,0,0,0
3000000209,1433,60,30,0,0,0,0,0,17/11/2024,17/12/2024,0,0,0,0,0
3000000209,1452,28,3,500,0,500,500,0,29/11/2024,02/12/2024,329,0,481,499,0
3000000209,2404,347.82,30,0,0,0,8192,0,02/12/2024,01/01/2025,0,0,0,7417,0
3000000210,3565,999,30,0,0,0,1024,0,14/01/2024,13/02/2024,0,0,0,1006,0
3000000210,1064,21,3,1440,0,1500,250,0,09/01/2024,12/01/2024,1047,0,989,138,0
3000000210,2917,86,7,1000,200,0,10240,0,19/01/2024,26/01/2024,542,100,0,6654,0
3000000210,1557,100,1,500,30,2500,5120,0,02/02/2024,03/02/2024,380,14,1700,1538,0
3000000210,1520,20,3,0,0,0,2000,0,25/02/2024,28/02/2024,0,0,0,1591,0
3000000210,2347,800,1,0,0,0,200,0,24/02/2024,25/02/2024,0,0,0,56,0
3000000210,1651,2183,30,12500,1250,12500,12800,0,18/03/2024,17/04/2024,6017,713,3510,1307,0
3000000210,1544,13.3,7,100,0,0,0,1024,25/04/2024,02/05/2024,98,0,0,0,926
3000000210,1654,2910.67,1,15000,1500,15000,15360,0,21/05/2024,22/05/2024,3307,1478,648,269,0
3000000210,2401,652,7,3000,300,3000,0,0,15/06/2024,22/06/2024,1205,28,1211,0,0
3000000210,1465,80,7,0,0,0,0,0,06/06/2024,13/06/2024,0,0,0,0,0
3000000210,1638,2200,3,5000,500,5000,5120,0,16/06/2024,19/06/2024,1897,140,1819,1147,0
3000000210,1622,350,30,2000,200,4000,5000,0,21/07/2024,20/08/2024,1862,190,882,3504,0
3000000210,1608,66,30,0,0,0,0,5120,24/07/2024,23/08/2024,0,0,0,0,1335
3000000210,1387,125,7,0,0,0,0,0,13/08/2024,20/08/2024,0,0,0,0,0
3000000210,2872,1304,1,3000,300,3000,15360,0,03/08/2024,04/08/2024,2076,54,238,1993,0
3000000210,3562,1799,3,0,0,0,2048,0,16/09/2024,19/09/2024,0,0,0,1967,0
3000000210,2506,41825.5,1,0,0,0,5120,0,09/09/2024,10/09/2024,0,0,0,2765,0
3000000210,1591,173,7,3000,30,3000,3000,0,27/10/2024,03/11/2024,827,16,1941,2272,0
3000000210,3421,60,7,2880,15,2880,2048,0,28/10/2024,04/11/2024,1805,4,2063,1870,0
3000000210,1482,5625.17,3,0,0,0,66560,0,21/10/2024,24/10/2024,0,0,0,31183,0
3000000210,1600,3300,30,900,600,250,0,0,05/11/2024,05/12/2024,822,411,144,0,0
3000000210,1505,35,30,0,0,0,2048,0,27/11/2024,27/12/2024,0,0,0,1597,0
3000000210,1505,35,30,0,0,0,2048,0,06/12/2024,05/01/2025,0,0,0,1502,0
3000000210,1509,1000,7,0,0,2000,5120,0,12/12/2024,19/12/2024,0,0,1678,2910,0
3000000211,2878,200,7,1000,0,0,1024,0,04/01/2024,11/01/2024,527,0,0,794,0
3000000211,1126,70,1,0,0,12000,0,0,25/01/2024,26/01/2024,0,0,4421,0,0
3000000211,1135,14.34,30,1440,0,1500,250,0,05/01/2024,04/02/2024,608,0,560,18,0
3000000211,1483,12173.91,7,0,0,0,102400,0,19/02/2024,26/02/2024,0,0,0,46771,0
3000000211,3415,25,3,180,5,180,500,0,13/02/2024,16/02/2024,94,2,171,411,0
3000000211,2671,173,3,4000,80,4000,8192,0,14/02/2024,17/02/2024,3635,13,1148,3472,0
3000000211,2371,86.9,3,1000,0,1000,3072,10240,21/03/2024,24/03/2024,232,0,336,2687,3775
3000000211,1391,90,7,0,0,750,0,0,12/03/2024,19/03/2024,0,0,654,0,0
3000000211,2338,720,30,0,0,0,0,20480,11/03/2024,10/04/2024,0,0,0,0,8301
3000000211,2317,174,1,300,50,1000,10240,0,10/04/2024,11/04/2024,25,11,384,7943,0
3000000211,1394,600,7,0,150,2000,2000,0,27/04/2024,04/05/2024,0,113,1188,1920,0
3000000211,2758,956,30,3000,300,3000,0,35840,07/05/2024,06/06/2024,1678,271,1409,0,4811
3000000211,1159,95.6,7,0,0,0,5000,0,31/05/2024,07/06/2024,0,0,0,4154,0
3000000211,1568,750,30,0,0,0,4096,0,14/05/2024,13/06/2024,0,0,0,2940,0
3000000211,3412,20,1,120,5,120,500,0,13/06/2024,14/06/2024,71,2,11,174,0
3000000211,1635,1250,1,3000,250,3000,12288,0,14/06/2024,15/06/2024,606,123,1357,9014,0
3000000211,3586,200,30,1000,100,1000,10240,0,18/06/2024,18/07/2024,830,54,222,8190,0
3000000211,3232,1739.13,7,0,0,2500,76800,0,21/07/2024,28/07/2024,0,0,2427,58424,0
3000000211,1600,3300,30,900,600,250,0,0,03/07/2024,02/08/2024,552,58,137,0,0
3000000211,1071,42,7,0,0,0,1024,0,26/07/2024,02/08/2024,0,0,0,949,0
3000000211,1451,45,7,1000,10,1000,100,0,21/08/2024,28/08/2024,519,6,812,61,0
3000000211,1071,42,7,0,0,0,1024,0,30/09/2024,07/10/2024,0,0,0,1002,0
3000000211,2353,3000,30,0,0,0,1024,0,17/09/2024,17/10/2024,0,0,0,651,0
3000000211,1483,12173.91,7,0,0,0,102400,0,06/10/2024,13/10/2024,0,0,0,100788,0
3000000211,1383,189,30,0,0,0,0,0,09/10/2024,08/11/2024,0,0,0,0,0
3000000211,1465,80,7,0,0,0,0,0,26/11/2024,03/12/2024,0,0,0,0,0
3000000211,1078,27,30,0,0,0,0,1024,26/11/2024,26/12/2024,0,0,0,0,423
3000000211,2323,240,30,0,0,0,0,5120,15/12/2024,14/01/2025,0,0,0,0,3739
3000000211,2875,478,7,1000,150,1000,15360,0,21/12/2024,28/12/2024,662,118,661,14593,0
3000000211,1049,1739,3,3000,500,3000,51200,0,14/12/2024,17/12/2024,2277,38,469,9872,0
3000000212,2404,347.82,30,0,0,0,8192,0,24/01/2024,23/02/2024,0,0,0,2799,0
3000000212,1465,80,7,0,0,0,0,0,26/02/2024,04/03/2024,0,0,0,0,0
3000000212,1151,59.75,3,0,0,0,300,0,19/02/2024,22/02/2024,0,0,0,277,0
3000000212,1103,500,1,0,0,0,0,0,21/02/2024,22/02/2024,0,0,0,0,0
3000000212,1145,240,7,0,0,0,0,0,15/03/2024,22/03/2024,0,0,0,0,0
3000000212,2656,1150,1,3500,200,3500,10240,0,12/04/2024,13/04/2024,3375,5,2475,586,0
3000000212,2893,695,7,500,100,500,0,20480,13/04/2024,20/04/2024,103,35,12,0,13677
3000000212,1396,600,30,2000,150,2000,2000,0,16/05/2024,15/06/2024,533,106,1519,1093,0
3000000212,1385,525,7,0,0,0,0,0,13/06/2024,20/06/2024,0,0,0,0,0
3000000212,2518,2000,1,0,0,0,2048,0,30/06/2024,01/07/2024,0,0,0,1554,0
3000000212,1385,525,7,0,0,0,0,0,19/07/2024,26/07/2024,0,0,0,0,0
3000000212,1606,15,3,0,0,0,5120,0,15/07/2024,18/07/2024,0,0,0,3670,0
3000000212,1157,885,3,0,0,0,10240,0,17/07/2024,20/07/2024,0,0,0,9225,0
3000000212,1138,11.94,3,1440,0,1500,100,0,08/08/2024,11/08/2024,1369,0,1166,78,0
3000000212,1398,350,30,0,0,0,1000,0,29/09/2024,29/10/2024,0,0,0,792,0
3000000212,1153,95,7,0,0,0,1024,0,20/09/2024,27/09/2024,0,0,0,972,0
3000000212,1389,225,3,0,0,6000,0,0,11/09/2024,14/09/2024,0,0,4223,0,0
3000000212,1497,27,30,0,0,0,0,1536,14/10/2024,13/11/2024,0,0,0,0,1089
3000000212,1598,8500,1,6000,700,6000,12288,0,05/10/2024,06/10/2024,3107,46,230,8489,0
3000000212,1481,2173.91,3,0,0,0,61440,0,17/11/2024,20/11/2024,0,0,0,18378,0
3000000212,1084,80,3,0,0,0,2048,0,17/11/2024,20/11/2024,0,0,0,1478,0
3000000212,2902,20,30,0,0,1000,0,0,28/12/2024,27/01/2025,0,0,979,0,0
3000000212,1572,999,1,3000,200,3000,10240,0,18/12/2024,19/12/2024,954,66,631,6489,0
3000000213,1071,42,7,0,0,0,1024,0,03/01/2024,10/01/2024,0,0,0,687,0
3000000213,3568,4499,7,0,0,0,5120,0,11/02/2024,18/02/2024,0,0,0,2255,0
3000000213,1057,118.31,1,1500,0,1500,1500,0,24/02/2024,25/02/2024,398,0,1329,1379,0
3000000213,2374,700,7,0,0,0,5000,0,17/02/2024,24/02/2024,0,0,0,4221,0
3000000213,1596,2750,3,500,350,300,0,0,13/03/2024,16/03/2024,118,132,81,0,0
3000000213,1514,200,1,0,0,1000,1024,0,02/04/2024,03/04/2024,0,0,937,446,0
3000000213,1073,520,3,0,0,0,6144,0,20/04/2024,23/04/2024,0,0,0,3450,0
3000000213,1389,225,3,0,0,6000,0,0,14/05/2024,17/05/2024,0,0,5514,0,0
3000000213,3418,40,7,1440,10,1440,1024,0,20/05/2024,27/05/2024,1208,3,1178,708,0
3000000213,1502,521,30,1000,150,1000,30720,0,08/05/2024,07/06/2024,156,19,113,17761,0
3000000213,1515,1300,7,3000,500,3000,40960,0,21/06/2024,28/06/2024,2896,107,2624,4248,0
3000000213,1117,1250,1,4500,300,150,1024,0,08/06/2024,09/06/2024,2520,176,105,597,0
3000000213,1478,121,3,1000,40,0,1024,0,20/06/2024,23/06/2024,631,15,0,793,0
3000000213,1083,170,7,5000,0,0,12288,0,10/07/2024,17/07/2024,2324,0,0,7549,0
3000000213,1117,1250,1,4500,300,150,1024,0,10/08/2024,11/08/2024,3797,236,89,388,0
3000000213,1448,210,7,0,0,0,6144,0,29/08/2024,05/09/2024,0,0,0,2470,0
3000000213,1139,11.94,3,1440,0,1500,100,0,13/09/2024,16/09/2024,1052,0,966,45,0
3000000213,1128,199,1,1500,50,1500,3072,0,05/09/2024,06/09/2024,200,28,1378,325,0
3000000213,1058,1565,1,3000,500,3000,25600,0,25/09/2024,26/09/2024,2706,22,1624,18615,0
3000000213,2626,147,1,3000,30,3000,3000,0,29/10/2024,30/10/2024,2567,13,2821,1,0
3000000213,1387,125,7,0,0,0,0,0,05/10/2024,12/10/2024,0,0,0,0,0
